gia
43.999
44.12
44.423
44.371
44.474
44.242
43.954
44.399
44.493
44.847
45.833
46.103
46.161
46.216
46.293
46.138
46.524
46.529
46.432
46.357
46.533
46.49
46.51
46.459
47.588
47.556
47.549
47.8
47.631
47.557
47.54
47.54
47.456
47.524
47.508
47.616
47.595
46.993
46.308
46.569
46.269
46.502
46.9
46.944
46.857
46.775
46.727
47.033
46.62
47.017
46.848
47.068
47.195
47.137
47.182
46.874
46.721
46.622
46.406
45.742
45.732
46.027
45.929
45.923
45.808
46.05
45.862
46.167
45.89
45.973
46.281
46.341
46.676
46.837
47.21
46.973
47.546
47.634
47.993
47.357
47.396
47.612
47.344
47.309
47.131
47.169
47.421
47.516
47.304
46.44
46.101
46.344
46.438
46.473
46.481
46.092
46.057
46.049
46.121
45.901
45.757
46.285
46.447
46.417
46.376
46.041
45.755
45.947
46.188
46.843
46.622
46.849
46.655
46.373
45.948
45.73
45.654
45.8
45.76
45.465
44.999
44.777
44.927
44.695
44.82
45.119
44.94
45.055
45.074
45.44
45.395
44.951
45.251
45.373
45.18
44.746
44.995
45.25
45.402
45.82
45.878
45.813
45.401
44.901
44.525
44.577
44.862
44.705
45.042
44.955
44.59
44.046
44.132
44.403
44.38
44.66
44.705
44.756
44.36
44.215
44.577
44.982
45.448
45.779
45.603
45.73
46.562
46.71
46.591
46.606
46.804
46.76
47.14
47.193
47.151
47.054
47.114
47.163
47.172
46.833
46.916
47.209
47.235
46.922
47.164
47.788
48.55
48.718
48.758
48.675
48.458
48.684
48.64
49.322
49.209
49.322
48.878
49.035
48.841
48.828
48.625
48.836
48.674
48.944
48.855
48.798
49.3
48.501
49.204
49.12
48.985
49.18
49.48
49.647
49.457
48.978
48.991
49.14
49.336
48.821
48.963
49.025
48.836
48.79
49.11
49.129
49.164
49.195
49.005
49.218
49.115
49.132
48.861
48.861
48.251
48.526
48.631
48.677
48.373
48.647
