date,Op,Hi,Lo,Ad,Vo,OT
2014-09-17 00:00:00,465864014,468174011,452421997,457334015,21056800,457334015
2014-09-18 00:00:00,456859985,456859985,413104004,424440002,34483200,424440002
2014-09-19 00:00:00,424102997,427834991,384532013,394795990,37919700,394795990
2014-09-20 00:00:00,394673004,423295990,389882996,408903992,36863600,408903992
2014-09-21 00:00:00,408084991,412425995,393181000,398821014,26580100,398821014
2014-09-22 00:00:00,399100006,406915985,397130005,402152008,24127600,402152008
2014-09-23 00:00:00,402092010,441557007,396196991,435790985,45099500,435790985
2014-09-24 00:00:00,435751007,436112000,421131989,423204987,30627700,423204987
2014-09-25 00:00:00,423156006,423519989,409467987,411574005,26814400,411574005
2014-09-26 00:00:00,411428986,414937988,400009003,404424988,21460800,404424988
2014-09-27 00:00:00,403556000,406622986,397372009,399519989,15029300,399519989
2014-09-28 00:00:00,399471008,401016998,374332001,377181000,23613300,377181000
2014-09-29 00:00:00,376928009,385210999,372239990,375467010,32497700,375467010
2014-09-30 00:00:00,376088013,390976990,373442993,386944000,34707300,386944000
2014-10-01 00:00:00,387427002,391378998,380779999,383614990,26229400,383614990
2014-10-02 00:00:00,383988007,385497009,372946014,375071991,21777700,375071991
2014-10-03 00:00:00,375181000,377695007,357859009,359511993,30901200,359511993
2014-10-04 00:00:00,359891998,364487000,325885986,328865997,47236500,328865997
2014-10-05 00:00:00,328915985,341800995,289295990,320510010,83308096,320510010
2014-10-06 00:00:00,320389008,345134003,302559998,330079010,79011800,330079010
2014-10-07 00:00:00,330584015,339247009,320481995,336187012,49199900,336187012
2014-10-08 00:00:00,336115997,354364014,327187988,352940002,54736300,352940002
2014-10-09 00:00:00,352747986,382726013,347687012,365026001,83641104,365026001
2014-10-10 00:00:00,364687012,375066986,352963013,361562012,43665700,361562012
2014-10-11 00:00:00,361362000,367191010,355950989,362299011,13345200,362299011
2014-10-12 00:00:00,362605988,379433014,356144012,378549011,17552800,378549011
2014-10-13 00:00:00,377920990,397226013,368897003,390414001,35221400,390414001
2014-10-14 00:00:00,391691986,411697998,391324005,400869995,38491500,400869995
2014-10-15 00:00:00,400954987,402226990,388765991,394773010,25267100,394773010
2014-10-16 00:00:00,394518005,398807007,373070007,382556000,26990000,382556000
2014-10-17 00:00:00,382756012,385477997,375389008,383757996,13600700,383757996
2014-10-18 00:00:00,383976013,395157990,378971008,391441986,11416800,391441986
2014-10-19 00:00:00,391253998,393938995,386457001,389545990,5914570,389545990
2014-10-20 00:00:00,389230988,390084015,378252014,382845001,16419000,382845001
2014-10-21 00:00:00,382420990,392645996,380834015,386475006,14188900,386475006
2014-10-22 00:00:00,386118011,388575989,382248993,383157990,11641300,383157990
2014-10-23 00:00:00,382962006,385048004,356446991,358416992,26456900,358416992
2014-10-24 00:00:00,358591003,364345001,353304993,358345001,15585700,358345001
2014-10-25 00:00:00,358610992,359860992,342877014,347270996,18127500,347270996
2014-10-26 00:00:00,347487000,359221008,343931000,354704010,11272500,354704010
2014-10-27 00:00:00,354777008,358631989,349808990,352989014,13033000,352989014
2014-10-28 00:00:00,353214996,359984009,352678986,357618011,7845880,357618011
2014-10-29 00:00:00,357088989,357833008,335342987,335591003,18192700,335591003
2014-10-30 00:00:00,335709015,350912994,335071991,345304993,30177900,345304993
2014-10-31 00:00:00,345009003,348045013,337141998,338321014,12545400,338321014
2014-11-01 00:00:00,338649994,340528992,321054993,325748993,16677200,325748993
2014-11-02 00:00:00,326075012,329049988,320626007,325891998,8603620,325891998
2014-11-03 00:00:00,325569000,334002014,325480988,327553986,12948500,327553986
2014-11-04 00:00:00,327161011,331766998,325076996,330492004,15655500,330492004
2014-11-05 00:00:00,330683014,343368988,330683014,339485992,19817200,339485992
2014-11-06 00:00:00,339458008,352966003,338424011,349290009,18797000,349290009
2014-11-07 00:00:00,349817993,352731995,341776001,342415009,16834200,342415009
2014-11-08 00:00:00,342153992,347032013,342153992,345488007,8535470,345488007
2014-11-09 00:00:00,345376007,363626007,344255005,363264008,24205600,363264008
2014-11-10 00:00:00,362265015,374816010,357561005,366924011,30450100,366924011
2014-11-11 00:00:00,365856995,371309998,363734985,367695007,15838900,367695007
2014-11-12 00:00:00,367984985,429717987,367984985,423561005,45783200,423561005
2014-11-13 00:00:00,427273010,457092987,401122986,420734985,58945000,420734985
2014-11-14 00:00:00,418416992,419252014,384789001,397817993,29589200,397817993
2014-11-15 00:00:00,399649994,405528015,371007996,376132996,15727500,376132996
2014-11-16 00:00:00,374730011,390799011,374601990,387881989,11905600,387881989
2014-11-17 00:00:00,388348999,410199005,377502014,387407990,41518800,387407990
2014-11-18 00:00:00,387785004,392402008,371117004,375197998,32222500,375197998
2014-11-19 00:00:00,373895996,386480988,373895996,380554993,18931800,380554993
2014-11-20 00:00:00,380307007,382024994,356781006,357839996,25233200,357839996
2014-11-21 00:00:00,357878998,357878998,344112000,350847992,29850100,350847992
2014-11-22 00:00:00,351604004,364841003,350877991,352920013,15273000,352920013
2014-11-23 00:00:00,353174988,370845001,353174988,367572998,15151600,367572998
2014-11-24 00:00:00,366947998,387209015,366669006,376901001,30930100,376901001
2014-11-25 00:00:00,376885986,394700989,374783997,375347992,25442200,375347992
2014-11-26 00:00:00,376019012,377697998,365816010,368369995,18601700,368369995
2014-11-27 00:00:00,370502014,373992004,368282013,369670013,8748030,369670013
2014-11-28 00:00:00,369373993,382838013,358454987,376446991,22946500,376446991
2014-11-29 00:00:00,376152008,387601013,372144989,375490997,15375600,375490997
2014-11-30 00:00:00,375510010,382527008,373308990,378046997,9194440,378046997
2014-12-01 00:00:00,378248993,383661987,376669006,379244995,11763000,379244995
2014-12-02 00:00:00,379250000,384037994,377863007,381315002,12364100,381315002
2014-12-03 00:00:00,381721985,383026001,374346008,375010010,13340100,375010010
2014-12-04 00:00:00,375717987,378654999,367759003,369604004,14529600,369604004
2014-12-05 00:00:00,369441986,379191986,365756012,376854004,15181800,376854004
2014-12-06 00:00:00,376756989,378447998,370945007,374785004,7009320,374785004
2014-12-07 00:00:00,374835999,376291992,373274994,375095001,6491650,375095001
2014-12-08 00:00:00,374964996,376028992,361885986,361908997,18898700,361908997
2014-12-09 00:00:00,361894989,363066986,344950989,352218994,32915500,352218994
2014-12-10 00:00:00,352204987,352384003,346364990,346364990,16427700,346364990
2014-12-11 00:00:00,344339996,361356995,338763000,350506012,32431300,350506012
2014-12-12 00:00:00,350833008,352983002,349290985,352541992,16989800,352541992
2014-12-13 00:00:00,352381012,352381012,346588013,347376007,11675900,347376007
2014-12-14 00:00:00,346726990,353316010,345417999,351631989,12415200,351631989
2014-12-15 00:00:00,351360992,351815002,344933990,345345001,17264200,345345001
2014-12-16 00:00:00,345673004,345859009,327062012,327062012,30864900,327062012
2014-12-17 00:00:00,326855011,333954010,315152008,319776001,37567900,319776001
2014-12-18 00:00:00,319785004,323709015,304231995,311395996,39173000,311395996
2014-12-19 00:00:00,311178986,318532990,306769012,317842987,23823100,317842987
2014-12-20 00:00:00,317618988,330325012,316044006,329955994,20856700,329955994
2014-12-21 00:00:00,329542999,329628998,318903015,320842987,15207600,320842987
2014-12-22 00:00:00,321067993,334117004,320424988,331885986,22315100,331885986
2014-12-23 00:00:00,332016998,336286987,329601990,334571991,16574200,334571991
2014-12-24 00:00:00,334385010,334740997,321356995,322533997,15092300,322533997
2014-12-25 00:00:00,322286011,322670013,316958008,319007996,9883640,319007996
2014-12-26 00:00:00,319152008,331424011,316627014,327924011,16410500,327924011
2014-12-27 00:00:00,327583008,328911011,312630005,315863007,15185200,315863007
2014-12-28 00:00:00,316160004,320028015,311078003,317239014,11676600,317239014
2014-12-29 00:00:00,317700989,320266998,312307007,312670013,12302500,312670013
2014-12-30 00:00:00,312718994,314808990,309372986,310737000,12528300,310737000
2014-12-31 00:00:00,310914001,320192993,310210999,320192993,13942900,320192993
2015-01-01 00:00:00,320434998,320434998,314002991,314248993,8036550,314248993
2015-01-02 00:00:00,314079010,315838989,313565002,315032013,7860650,315032013
2015-01-03 00:00:00,314846008,315149994,281082001,281082001,33054400,281082001
2015-01-04 00:00:00,281145996,287230011,257612000,264195007,55629100,264195007
2015-01-05 00:00:00,265084015,278341003,265084015,274473999,43962800,274473999
2015-01-06 00:00:00,274610992,287553009,272696014,286188995,23245700,286188995
2015-01-07 00:00:00,286076996,298753998,283079010,294337006,24866800,294337006
2015-01-08 00:00:00,294135010,294135010,282174988,283348999,19982500,283348999
2015-01-09 00:00:00,282382996,291114014,280532990,290407990,18718600,290407990
2015-01-10 00:00:00,287303009,288127014,273966003,274795990,15264300,274795990
2015-01-11 00:00:00,274608002,279638000,265039001,265660004,18200800,265660004
2015-01-12 00:00:00,266145996,272203003,265200012,267795990,18880300,267795990
2015-01-13 00:00:00,267394012,268277008,219906006,225860992,72843904,225860992
2015-01-14 00:00:00,223893997,223893997,171509995,178102997,97638704,178102997
2015-01-15 00:00:00,176897003,229067001,176897003,209843994,81773504,209843994
2015-01-16 00:00:00,209070007,221591003,199770996,208097000,38421000,208097000
2015-01-17 00:00:00,207834000,211731003,194875000,199259995,23469700,199259995
2015-01-18 00:00:00,200050003,218695007,194505997,210339005,30085100,210339005
2015-01-19 00:00:00,211470993,216727997,207317993,214860992,18658300,214860992
2015-01-20 00:00:00,212906998,215240997,205153000,211315002,24051100,211315002
2015-01-21 00:00:00,211378006,227787994,211212006,226897003,29924600,226897003
2015-01-22 00:00:00,227322006,237018997,226434006,233406006,33544600,233406006
2015-01-23 00:00:00,233516998,234845001,225195999,232878998,24621700,232878998
2015-01-24 00:00:00,232699997,248210007,230022003,247847000,24782500,247847000
2015-01-25 00:00:00,247352005,255074005,243889999,253718002,33582700,253718002
2015-01-26 00:00:00,254078995,309384003,254078995,273472992,106794000,273472992
2015-01-27 00:00:00,273166992,275480011,250653000,263475006,44399000,263475006
2015-01-28 00:00:00,263351013,266535004,227046005,233914993,44352200,233914993
2015-01-29 00:00:00,233348007,238705994,220712006,233513000,32213400,233513000
2015-01-30 00:00:00,232772003,242850998,225839005,226425003,26605200,226425003
2015-01-31 00:00:00,226440994,233503998,216309006,217464005,23348200,217464005
2015-02-01 00:00:00,216867004,231574005,212014999,226972000,29128500,226972000
2015-02-02 00:00:00,226490997,242175003,222658997,238229004,30612100,238229004
2015-02-03 00:00:00,237453995,245957001,224483002,227268005,40783700,227268005
2015-02-04 00:00:00,227511002,230057999,221113007,226852997,26594300,226852997
2015-02-05 00:00:00,227664993,239404999,214725006,217110992,22516400,217110992
2015-02-06 00:00:00,216923004,230509995,216231995,222266006,24435300,222266006
2015-02-07 00:00:00,222632996,230298996,222606995,227753998,21604200,227753998
2015-02-08 00:00:00,227692993,229438004,221076996,223412003,17145200,223412003
2015-02-09 00:00:00,223389008,223977005,217018997,220110001,27791300,220110001
2015-02-10 00:00:00,220281998,221807007,215332001,219839005,21115100,219839005
2015-02-11 00:00:00,219731995,223406006,218074005,219184998,17201900,219184998
2015-02-12 00:00:00,219207993,222199005,217613998,221764008,15206200,221764008
2015-02-13 00:00:00,221968994,240259003,221261993,235427002,42744400,235427002
2015-02-14 00:00:00,235528000,259808014,235528000,257321014,49732500,257321014
2015-02-15 00:00:00,257506989,265610992,227684006,234824997,56552400,234824997
2015-02-16 00:00:00,234824997,239520996,229022003,233843002,28153700,233843002
2015-02-17 00:00:00,233421997,245774994,232313995,243610001,27363100,243610001
2015-02-18 00:00:00,243779999,244251007,232339996,236326004,25200800,236326004
2015-02-19 00:00:00,236410004,242671997,235591995,240283005,18270500,240283005
2015-02-20 00:00:00,240251007,247100998,239298996,243779007,23876700,243779007
2015-02-21 00:00:00,243751999,255320007,243184006,244533997,12284200,244533997
2015-02-22 00:00:00,244544006,246391998,233850998,235977005,19527000,235977005
2015-02-23 00:00:00,235994995,240108994,232421005,238891998,16400000,238891998
2015-02-24 00:00:00,238998001,239901001,236401993,238735001,14200400,238735001
2015-02-25 00:00:00,238889999,239339996,235529999,237470001,11496200,237470001
2015-02-26 00:00:00,237337006,237710007,234257004,236425995,13619400,236425995
2015-02-27 00:00:00,236436005,256653015,236436005,253828003,44013900,253828003
2015-02-28 00:00:00,253520004,254692001,249479004,254263000,13949300,254263000
2015-03-01 00:00:00,254283005,261660004,245932999,260201996,25213700,260201996
2015-03-02 00:00:00,260356995,276300995,258312988,275670013,40465700,275670013
2015-03-03 00:00:00,275045990,285795990,268161011,281701996,50461300,281701996
2015-03-04 00:00:00,281989990,284225006,268126007,273092010,41383000,273092010
2015-03-05 00:00:00,272739014,281666992,264769012,276178009,41302400,276178009
2015-03-06 00:00:00,275600006,277608002,270015015,272722992,28918900,272722992
2015-03-07 00:00:00,272294006,277854004,270132996,276260986,17825900,276260986
2015-03-08 00:00:00,276433014,277858002,272565002,274354004,22067900,274354004
2015-03-09 00:00:00,274812012,292700989,273893005,289606995,59178200,289606995
2015-03-10 00:00:00,289862000,300044006,289743011,291760010,67770800,291760010
2015-03-11 00:00:00,291524994,297390991,290507996,296378998,33963900,296378998
2015-03-12 00:00:00,296127014,297088013,292412994,294354004,32585200,294354004
2015-03-13 00:00:00,294118011,294497986,285337006,285337006,31421500,285337006
2015-03-14 00:00:00,284441986,286342010,280976013,281885010,22612300,281885010
2015-03-15 00:00:00,281424988,286528992,280996002,286393005,11970100,286393005
2015-03-16 00:00:00,285684998,294112000,285684998,290592987,21516100,290592987
2015-03-17 00:00:00,290595001,292364990,284373993,285505005,21497200,285505005
2015-03-18 00:00:00,285066986,285335999,249869995,256299011,57008000,256299011
2015-03-19 00:00:00,255880005,264243988,248636002,260928009,52732000,260928009
2015-03-20 00:00:00,260955994,264847992,259161987,261748993,18456700,261748993
2015-03-21 00:00:00,261644012,262196014,255649994,260024994,17130100,260024994
2015-03-22 00:00:00,259916992,269747009,259589996,267959991,18438100,267959991
2015-03-23 00:00:00,267894989,277296997,261744995,266739990,22811900,266739990
2015-03-24 00:00:00,266576996,267002991,244154999,245595001,40073700,245595001
2015-03-25 00:00:00,247472000,249190002,236514999,246197006,35866900,246197006
2015-03-26 00:00:00,246276001,254354004,244904999,248531998,25730000,248531998
2015-03-27 00:00:00,248565994,256811005,245212997,247029007,17274900,247029007
2015-03-28 00:00:00,246975006,254205002,246975006,252798004,16040900,252798004
2015-03-29 00:00:00,252740005,253139008,240850006,242712997,21699400,242712997
2015-03-30 00:00:00,242878998,249242004,239214005,247526001,23009600,247526001
2015-03-31 00:00:00,247453995,248729996,242738998,244223999,22672000,244223999
2015-04-01 00:00:00,244223007,247541000,241160004,247272003,22877200,247272003
2015-04-02 00:00:00,247089005,254460999,245416000,253005005,26272600,253005005
2015-04-03 00:00:00,253074005,256042999,251878998,254322006,23146600,254322006
2015-04-04 00:00:00,254291000,255257996,251100006,253697006,12493500,253697006
2015-04-05 00:00:00,253761002,260674988,251942001,260597992,19649200,260597992
2015-04-06 00:00:00,260721008,261798004,254574997,255492004,20034200,255492004
2015-04-07 00:00:00,255274002,255804993,252205002,253179993,18467400,253179993
2015-04-08 00:00:00,253063995,253847000,244214996,245022003,30086400,245022003
2015-04-09 00:00:00,244751007,246117996,239399994,243675995,21643500,243675995
2015-04-10 00:00:00,243694000,243694000,232770996,236072006,28882000,236072006
2015-04-11 00:00:00,236016006,239537003,234175003,236552002,16365200,236552002
2015-04-12 00:00:00,236535004,237727997,233494995,236153000,12387900,236153000
2015-04-13 00:00:00,235949997,236934998,221996002,224587006,31181800,224587006
2015-04-14 00:00:00,224759003,224975998,216322998,219158997,31719000,219158997
2015-04-15 00:00:00,219072998,223832993,218649002,223832993,22562000,223832993
2015-04-16 00:00:00,223917007,229671997,223917007,228572998,24805400,228572998
2015-04-17 00:00:00,228574997,228906006,221942001,222882004,20429800,222882004
2015-04-18 00:00:00,222852997,224315994,220876007,223356003,12939000,223356003
2015-04-19 00:00:00,223455994,226352997,222373001,222600006,15021500,222600006
2015-04-20 00:00:00,222612000,226350998,221977005,224626007,18364700,224626007
2015-04-21 00:00:00,224619995,235268997,224300995,235268997,24978000,235268997
2015-04-22 00:00:00,235602005,237908997,233475998,234175995,23847900,234175995
2015-04-23 00:00:00,234052994,236475006,233199005,236462006,17036000,236462006
2015-04-24 00:00:00,235970001,236304993,229932999,231268005,21448700,231268005
2015-04-25 00:00:00,231235001,232561005,226337006,226389999,13957200,226389999
2015-04-26 00:00:00,226410004,226944000,214873993,219429993,28943700,219429993
2015-04-27 00:00:00,219429001,233304993,218022995,229285995,38574000,229285995
2015-04-28 00:00:00,228968994,229494995,223069000,225854996,21469200,225854996
2015-04-29 00:00:00,225591003,227039993,223429993,225807999,18936500,225807999
2015-04-30 00:00:00,225692993,239563004,224992996,236145004,33818600,236145004
2015-05-01 00:00:00,235938995,238966003,232078995,232078995,18815300,232078995
2015-05-02 00:00:00,232341003,235727005,232341003,234929993,12535500,234929993
2015-05-03 00:00:00,234880005,243240005,234082993,240358002,18494100,240358002
2015-05-04 00:00:00,240356003,242638000,237809998,239018005,21223400,239018005
2015-05-05 00:00:00,238852005,239203995,232054001,236121002,23929100,236121002
2015-05-06 00:00:00,236248993,236453995,229231003,229781998,29587200,229781998
2015-05-07 00:00:00,229662003,239104996,228572998,237334000,29064400,237334000
2015-05-08 00:00:00,237203995,246274994,236274002,243863007,27445500,243863007
2015-05-09 00:00:00,243768997,247804001,239639008,241832001,19790500,241832001
2015-05-10 00:00:00,241729004,244067993,238848999,240296005,15019100,240296005
2015-05-11 00:00:00,240298996,244270004,239376007,242158005,20892300,242158005
2015-05-12 00:00:00,242145004,242880997,240098999,241112000,19282600,241112000
2015-05-13 00:00:00,241397995,243703995,235044998,236376999,27180100,236376999
2015-05-14 00:00:00,236214005,237798996,234057007,236929001,24413700,236929001
2015-05-15 00:00:00,236955002,238753006,236794998,237604996,16329400,237604996
2015-05-16 00:00:00,237643997,237697006,235294998,236153000,11089700,236153000
2015-05-17 00:00:00,236009995,238024994,236009995,236802002,11134300,236802002
2015-05-18 00:00:00,236886993,237210007,232460007,233128006,16780300,233128006
2015-05-19 00:00:00,233037003,234151001,231817001,231947006,14241900,231947006
2015-05-20 00:00:00,231889999,234682999,231841995,234018005,15499400,234018005
2015-05-21 00:00:00,234016006,236242004,233835007,235343994,15108900,235343994
2015-05-22 00:00:00,235320999,240968994,235059998,240348007,27003000,240348007
2015-05-23 00:00:00,240285995,241024994,238690994,238871994,14605000,238871994
2015-05-24 00:00:00,238975998,241977997,238811005,240953003,11508000,240953003
2015-05-25 00:00:00,240927002,241020996,236636993,237110001,14423900,237110001
2015-05-26 00:00:00,237104004,238242004,235692001,237115997,16425000,237115997
2015-05-27 00:00:00,237065002,238636002,236695007,237283005,18837000,237283005
2015-05-28 00:00:00,237257004,237824005,236651993,237408005,13829600,237408005
2015-05-29 00:00:00,237376999,237522003,235731003,237095993,14805000,237095993
2015-05-30 00:00:00,237091995,237093002,232046005,233345001,14098600,233345001
2015-05-31 00:00:00,233134995,233251999,229542007,230190002,14730800,230190002
2015-06-01 00:00:00,230233002,231712997,221296005,222925995,26090500,222925995
2015-06-02 00:00:00,222893997,226416000,222419006,225802994,20459000,225802994
2015-06-03 00:00:00,225735992,227404007,223929993,225873993,17752400,225873993
2015-06-04 00:00:00,225772003,226580994,224054001,224324005,14728100,224324005
2015-06-05 00:00:00,224154007,225968002,223179001,224951996,18056500,224951996
2015-06-06 00:00:00,225005005,225718994,224378998,225619003,11131500,225619003
2015-06-07 00:00:00,225595993,226194000,222651993,222880997,13318400,222880997
2015-06-08 00:00:00,222878998,229464005,222839005,228488998,23378400,228488998
2015-06-09 00:00:00,228537994,230953995,227929001,229048004,28353100,229048004
2015-06-10 00:00:00,228994995,229781998,228009995,228802994,15904800,228802994
2015-06-11 00:00:00,228854996,230287003,228766998,229705002,14416000,229705002
2015-06-12 00:00:00,229705002,231057007,229313004,229981995,14017700,229981995
2015-06-13 00:00:00,229919998,232651993,229210007,232401993,13305300,232401993
2015-06-14 00:00:00,232442001,234858002,232003998,233542999,12165900,233542999
2015-06-15 00:00:00,233421997,237835999,233421997,236822998,19912100,236822998
2015-06-16 00:00:00,236764999,251742004,236121994,250895004,41612000,250895004
2015-06-17 00:00:00,250822998,256852997,246475998,249283997,43858400,249283997
2015-06-18 00:00:00,249427994,252108002,244126999,249007004,30980200,249007004
2015-06-19 00:00:00,249042999,250977005,243787003,244606003,23965300,244606003
2015-06-20 00:00:00,244529999,245828003,240626999,245212006,20608100,245212006
2015-06-21 00:00:00,245100006,245223999,241882004,243944000,10600900,243944000
2015-06-22 00:00:00,243968994,247917007,243779007,246990005,17692500,246990005
2015-06-23 00:00:00,246927002,247304001,243132996,244296005,15108700,244296005
2015-06-24 00:00:00,244281998,244341003,240514999,240514999,17344900,240514999
2015-06-25 00:00:00,240365005,243332001,240365005,242798996,16133100,242798996
2015-06-26 00:00:00,242604004,243748993,241552994,243593994,13983500,243593994
2015-06-27 00:00:00,243548996,251339005,243117004,250990005,20488600,250990005
2015-06-28 00:00:00,250955002,251171997,247434006,249011002,15137600,249011002
2015-06-29 00:00:00,248720993,257173004,248580994,257063995,34742900,257063995
2015-06-30 00:00:00,257036011,267867004,255945999,263071991,44533800,263071991
2015-07-01 00:00:00,263345001,265171997,255774002,258621002,27029800,258621002
2015-07-02 00:00:00,258552002,261631012,254115997,255412003,21551900,255412003
2015-07-03 00:00:00,255459000,257076996,253505005,256335999,19033800,256335999
2015-07-04 00:00:00,256490997,261457001,254199997,260885986,15620400,260885986
2015-07-05 00:00:00,260804993,274506012,258700989,271912994,44156100,271912994
2015-07-06 00:00:00,271108002,277421997,267600006,269029999,49154800,269029999
2015-07-07 00:00:00,269963013,271341003,264832001,266207001,28857600,266207001
2015-07-08 00:00:00,265981995,272971008,264385986,270785004,36980200,270785004
2015-07-09 00:00:00,270826996,272334991,267085999,269227997,40301200,269227997
2015-07-10 00:00:00,269156006,294591003,268802002,284894012,100390000,284894012
2015-07-11 00:00:00,284880005,298506012,283529999,293114990,41109900,293114990
2015-07-12 00:00:00,293140015,314394012,292505005,310867004,56405000,310867004
2015-07-13 00:00:00,310826996,310947998,281010986,292053986,62053900,292053986
2015-07-14 00:00:00,292033997,296147003,286638000,287463989,28727200,287463989
2015-07-15 00:00:00,288045013,293247986,285367004,285829010,27486600,285829010
2015-07-16 00:00:00,286041992,291183014,275239990,278088989,49482600,278088989
2015-07-17 00:00:00,278091003,280279999,272042999,279471985,27591400,279471985
2015-07-18 00:00:00,279330994,282527008,274075012,274901001,25187100,274901001
2015-07-19 00:00:00,274766998,275670013,272513000,273614014,15332500,273614014
2015-07-20 00:00:00,273498993,278980988,272959991,278980988,22711400,278980988
2015-07-21 00:00:00,278881989,280546997,275419006,275833008,22930700,275833008
2015-07-22 00:00:00,275657013,277665985,274381012,277221985,19389800,277221985
2015-07-23 00:00:00,277341003,278110992,275716003,276049011,18531300,276049011
2015-07-24 00:00:00,276005005,289252991,275253998,288278015,37199400,288278015
2015-07-25 00:00:00,288164001,290733002,286002014,288696991,20662200,288696991
2015-07-26 00:00:00,288640015,293052002,287705994,292686005,16032300,292686005
2015-07-27 00:00:00,292639008,297773987,287450012,293623993,30592000,293623993
2015-07-28 00:00:00,293632996,296648987,293423004,294427002,25453600,294427002
2015-07-29 00:00:00,294484009,294536011,288777008,289589996,24672600,289589996
2015-07-30 00:00:00,289102997,290126007,286567993,287721985,21635800,287721985
2015-07-31 00:00:00,287696014,288959015,282343994,284649994,23629100,284649994
2015-08-01 00:00:00,284686005,284932007,278112000,281601013,18995000,281601013
2015-08-02 00:00:00,280449005,283032013,277528992,282614014,17722200,282614014
2015-08-03 00:00:00,282806000,285471008,280233002,281226990,21474100,281226990
2015-08-04 00:00:00,281225006,285714996,281225006,285217987,21908700,285217987
2015-08-05 00:00:00,284846985,285501007,281488007,281881989,20128000,281881989
2015-08-06 00:00:00,281906006,281906006,278403015,278576996,18792100,278576996
2015-08-07 00:00:00,278740997,280391998,276365997,279584991,42484800,279584991
2015-08-08 00:00:00,279742004,279928009,260709991,260997009,58533000,260997009
2015-08-09 00:00:00,261115997,267002991,260467987,265083008,23789600,265083008
2015-08-10 00:00:00,265477997,267032013,262596008,264470001,20979400,264470001
2015-08-11 00:00:00,264342010,270385986,264093994,270385986,25433900,270385986
2015-08-12 00:00:00,270597992,270673004,265468994,266376007,26815400,266376007
2015-08-13 00:00:00,266183014,266231995,262841003,264079987,27685500,264079987
2015-08-14 00:00:00,264131989,267466003,261477997,265679993,27091200,265679993
2015-08-15 00:00:00,265528992,266666992,261295990,261550995,19321100,261550995
2015-08-16 00:00:00,261865997,262440002,257040985,258506989,29717000,258506989
2015-08-17 00:00:00,258489990,260505005,257117004,257976013,21617900,257976013
2015-08-18 00:00:00,257925995,257993011,211078995,211078995,42147200,211078995
2015-08-19 00:00:00,225671005,237408997,222766006,226684006,60869200,226684006
2015-08-20 00:00:00,226899002,237365005,226899002,235350006,32275000,235350006
2015-08-21 00:00:00,235354996,236432007,231723999,232569000,23173800,232569000
2015-08-22 00:00:00,232662003,234957001,222703995,230389999,23205900,230389999
2015-08-23 00:00:00,230376007,232705002,225580002,228169006,18406600,228169006
2015-08-24 00:00:00,228112000,228139008,210442993,210494995,59220700,210494995
2015-08-25 00:00:00,210067993,226320999,199567001,221608994,61089200,221608994
2015-08-26 00:00:00,222076004,231182999,220203995,225830994,31808000,225830994
2015-08-27 00:00:00,226050003,228643005,223684006,224768997,21905400,224768997
2015-08-28 00:00:00,224701004,235218994,220925995,231395996,31336600,231395996
2015-08-29 00:00:00,231548996,233222000,227330002,229779999,17142500,229779999
2015-08-30 00:00:00,229895004,232067993,226246994,228761002,19412600,228761002
2015-08-31 00:00:00,229113998,231955994,225914993,230056000,20710700,230056000
2015-09-01 00:00:00,230255997,231216003,226860001,228121002,20575200,228121002
2015-09-02 00:00:00,228026993,230576996,226475006,229283997,18760400,229283997
2015-09-03 00:00:00,229324005,229604996,226667007,227182999,17482000,227182999
2015-09-04 00:00:00,227214996,230899994,227050995,230298004,20962400,230298004
2015-09-05 00:00:00,230199005,236143005,229442993,235018997,20671400,235018997
2015-09-06 00:00:00,234869995,242912003,234681000,239839996,25473700,239839996
2015-09-07 00:00:00,239934006,242106003,238722000,239847000,21192200,239847000
2015-09-08 00:00:00,239845993,245781006,239677994,243606995,26879200,243606995
2015-09-09 00:00:00,243414993,244416000,237820999,238167999,23635700,238167999
2015-09-10 00:00:00,238335999,241292999,235791000,238477005,21215500,238477005
2015-09-11 00:00:00,238328995,241169006,238328995,240106995,19224700,240106995
2015-09-12 00:00:00,239854996,240123993,234753998,235229004,17962600,235229004
2015-09-13 00:00:00,235242004,235934998,229332001,230511993,18478800,230511993
2015-09-14 00:00:00,230608994,232440002,227960999,230643997,20997800,230643997
2015-09-15 00:00:00,230492004,259182007,229822006,230304001,19177800,230304001
2015-09-16 00:00:00,230250000,231214996,227401993,229091003,20144200,229091003
2015-09-17 00:00:00,229076004,230285004,228925995,229809998,18935400,229809998
2015-09-18 00:00:00,233520996,234352997,232184998,232975006,20242200,232975006
2015-09-19 00:00:00,232858002,233205002,231089005,231492996,12712600,231492996
2015-09-20 00:00:00,231399002,232365005,230910004,231212006,14444700,231212006
2015-09-21 00:00:00,231216995,231216995,226520996,227085007,19678800,227085007
2015-09-22 00:00:00,226968994,232386002,225117004,230617996,25009300,230617996
2015-09-23 00:00:00,230936005,231835007,229591003,230283005,17254100,230283005
2015-09-24 00:00:00,230358002,235649002,230294998,234529007,25097800,234529007
2015-09-25 00:00:00,234362000,237427002,233684006,235143997,22363600,235143997
2015-09-26 00:00:00,235076004,235403000,233358002,234339996,13724100,234339996
2015-09-27 00:00:00,234139008,234526001,232475998,232757004,14179900,232757004
2015-09-28 00:00:00,232835999,239339005,232466995,239141998,24713000,239141998
