date;Op;Hi;Lo;Vo;OT
2016-08-01 00:00:00;624601990;626119019;605883972;121887000;606271973
2016-08-02 00:00:00;606396973;612848022;531333984;330932992;547465027
2016-08-03 00:00:00;548656006;573359985;541546997;207982000;566354980
2016-08-04 00:00:00;566328979;579495972;565776978;125292000;578289001
2016-08-05 00:00:00;578281006;578281006;569981995;66127900;575043030
2016-08-06 00:00:00;575030029;588395996;569468994;80797296;587778015
2016-08-07 00:00:00;587770996;597513000;586815979;82398400;592690002
2016-08-08 00:00:00;592736023;592994019;588046997;61194100;591054016
2016-08-09 00:00:00;591038025;591091003;584793030;92228096;587801025
2016-08-10 00:00:00;587648010;599984009;586370972;102905000;592103027
2016-08-11 00:00:00;592124023;597541992;589119995;74514400;589119995
2016-08-12 00:00:00;588797974;589909973;583810974;69218000;587559021
2016-08-13 00:00:00;587356995;589773987;584979004;43563000;585588013
2016-08-14 00:00:00;585588989;585666016;564781006;60851100;570473022
2016-08-15 00:00:00;570494019;573580017;563239990;57262300;567239990
2016-08-16 00:00:00;567242981;581737976;566716003;58405200;577439026
2016-08-17 00:00:00;577760986;580893982;571429993;54443000;573216003
2016-08-18 00:00:00;573706970;577791992;573429993;59896600;574317993
2016-08-19 00:00:00;574338989;578237976;574182007;50631600;575630005
2016-08-20 00:00:00;576083984;582817993;575456970;45301400;581697021
2016-08-21 00:00:00;581939026;584158020;580218018;38299400;581307983
2016-08-22 00:00:00;581310974;588447998;580593994;72844000;586752991
2016-08-23 00:00:00;586770996;589473999;581633972;85349200;583414978
2016-08-24 00:00:00;583411987;583590027;579854980;56328200;580182007
2016-08-25 00:00:00;580179993;580450989;575166992;136130000;577760986
2016-08-26 00:00:00;577752991;580622986;576857971;48856800;579651001
2016-08-27 00:00:00;579452026;579844971;568630005;59698300;569947021
2016-08-28 00:00:00;569830017;574038025;569739990;86301600;573911987
2016-08-29 00:00:00;574070984;576278015;573465027;110398000;574106995
2016-08-30 00:00:00;574114014;578356995;574114014;70342400;577502991
2016-08-31 00:00:00;577591003;577861023;573642029;75840896;575471985
2016-09-01 00:00:00;575546021;576310974;571814026;76923400;572302979
2016-09-02 00:00:00;572409973;575643005;570810974;79910800;575536987
2016-09-03 00:00:00;575554993;599500000;574056030;159014000;598211975
2016-09-04 00:00:00;598590027;611836975;596848022;97942896;608633972
2016-09-05 00:00:00;608989990;609054993;602242004;82446800;606590027
2016-09-06 00:00:00;606505981;610830017;605091003;78529104;610435974
2016-09-07 00:00:00;610572998;614544983;608513000;75032400;614544006
2016-09-08 00:00:00;614635010;628770020;613843994;86713000;626315979
2016-09-09 00:00:00;626351990;626830017;620263000;64550200;622861023
2016-09-10 00:00:00;622927002;625094971;622395020;45016800;623508972
2016-09-11 00:00:00;623424011;628817993;600505981;73610800;606718994
2016-09-12 00:00:00;607005005;608458984;605411011;72812304;608242981
2016-09-13 00:00:00;608025024;611192993;606924988;86920600;609241028
2016-09-14 00:00:00;608841003;611952026;608409973;47877700;610684021
2016-09-15 00:00:00;610588013;611085999;607155029;59464600;607155029
2016-09-16 00:00:00;607245972;609260986;606734985;64963400;606973022
2016-09-17 00:00:00;607218018;607859985;605192017;37140300;605984009
2016-09-18 00:00:00;606283020;610158020;605856018;48679400;609874023
2016-09-19 00:00:00;609870972;610932007;608270020;54796400;609226990
2016-09-20 00:00:00;609254028;609525024;607937988;72710896;608312012
2016-09-21 00:00:00;603588013;603588013;595882996;82776200;597148987
2016-09-22 00:00:00;597278992;598487000;596213013;67085300;596297974
2016-09-23 00:00:00;596198975;603205017;595786011;51067000;602841980
2016-09-24 00:00:00;602960999;604580017;602044983;35359500;602625000
2016-09-25 00:00:00;602749023;603380981;599710999;33977800;600825989
2016-09-26 00:00:00;600807007;608143005;600348999;59153800;608043030
2016-09-27 00:00:00;608021973;608247986;604109985;49422400;606166016
2016-09-28 00:00:00;606242981;606590027;604606995;48722600;604728027
2016-09-29 00:00:00;605018982;606823975;604848022;55658600;605692993
2016-09-30 00:00:00;605715027;609734985;604142029;56122400;609734985
2016-10-01 00:00:00;609929016;615237000;609929016;56357000;613982971
2016-10-02 00:00:00;613947998;614005005;609682007;39249800;610892029
2016-10-03 00:00:00;610968018;612567993;610455017;46798300;612132996
2016-10-04 00:00:00;612052002;612054016;609479004;49801600;610203979
2016-10-05 00:00:00;610218018;613814026;609617004;68077504;612510986
2016-10-06 00:00:00;612469971;613818970;611468994;56812100;613020996
2016-10-07 00:00:00;612607971;617911987;611820984;64071400;617120972
2016-10-08 00:00:00;617341003;619848999;617341003;42345900;619107971
2016-10-09 00:00:00;619171997;619197998;616606995;39243400;616752014
2016-10-10 00:00:00;616822021;621317993;616197021;67481104;618994019
2016-10-11 00:00:00;619237976;642080017;618500000;103590000;641072021
2016-10-12 00:00:00;640870972;641336975;635965027;92370200;636192017
2016-10-13 00:00:00;636030029;638833008;635028992;61620700;636786011
2016-10-14 00:00:00;637007996;641284973;637007996;58144600;640377991
2016-10-15 00:00:00;640310974;642101990;637390015;39035400;638645996
2016-10-16 00:00:00;639083008;642898010;638901001;40298100;641630981
2016-10-17 00:00:00;641817993;642328003;638663025;58063600;639192993
2016-10-18 00:00:00;639411011;640736023;635995972;65546700;637960022
2016-10-19 00:00:00;638133972;638874023;628013000;69381696;630520020
2016-10-20 00:00:00;630663025;631916992;628257996;56957300;630856995
2016-10-21 00:00:00;630825012;634093994;630693970;55951000;632828003
2016-10-22 00:00:00;633135986;658197021;632849976;78556496;657294006
2016-10-23 00:00:00;657620972;661129028;653885986;54474600;657070984
2016-10-24 00:00:00;657161011;657252014;652594971;62218200;653760986
2016-10-25 00:00:00;654002014;664424011;653697998;90378800;657588013
2016-10-26 00:00:00;657677979;679728027;657677979;88877104;678304016
2016-10-27 00:00:00;678213989;688593994;678039978;96105296;688312988
2016-10-28 00:00:00;688000000;690443970;684161987;81145504;689651001
2016-10-29 00:00:00;690289001;720401978;690052002;134760992;714479004
2016-10-30 00:00:00;714117981;714117981;696474976;100665000;701864014
2016-10-31 00:00:00;702640015;709289001;691682007;97064400;700971985
2016-11-01 00:00:00;701336975;736452026;701336975;130527000;729793030
2016-11-02 00:00:00;730065979;740828979;722348999;84865200;740828979
2016-11-03 00:00:00;742346008;745773010;678156006;172808000;688700012
2016-11-04 00:00:00;689124023;706929993;685562988;99907696;703234985
2016-11-05 00:00:00;703525024;707510010;697739014;53752300;703418030
2016-11-06 00:00:00;703812012;714257996;699559998;59902200;711521973
2016-11-07 00:00:00;710736023;710736023;699903015;65047100;703130981
2016-11-08 00:00:00;703088989;712987000;702390015;79660800;709848022
2016-11-09 00:00:00;709825012;740046021;708609985;132429000;723273010
2016-11-10 00:00:00;722843994;723018005;711210022;68807800;715533997
2016-11-11 00:00:00;715554993;718317993;714409973;63119700;716411011
2016-11-12 00:00:00;716752014;717148010;704034973;64622500;705054016
2016-11-13 00:00:00;705195984;705257019;687315002;80318096;702031006
2016-11-14 00:00:00;701997009;706283997;699807983;62993000;705020996
2016-11-15 00:00:00;705794006;715718018;705260010;72038496;711619019
2016-11-16 00:00:00;711166992;747614990;709039001;141294000;744197998
2016-11-17 00:00:00;744875977;755645020;739510986;108579000;740976990
2016-11-18 00:00:00;740705017;752882019;736890015;87363104;751585022
2016-11-19 00:00:00;751833008;756237000;744466980;110608000;751616028
2016-11-20 00:00:00;751879028;755479980;717943970;154116000;731026001
2016-11-21 00:00:00;731265015;741721985;730510010;60802400;739247986
2016-11-22 00:00:00;739643005;753869995;736526978;129906000;751346985
2016-11-23 00:00:00;751741028;752250000;738924011;76543800;744593994
2016-11-24 00:00:00;744619995;746831970;733489990;85919296;740289001
2016-11-25 00:00:00;740442017;741648987;734591003;67807600;741648987
2016-11-26 00:00:00;741510986;742213989;729625000;54962700;735382019
2016-11-27 00:00:00;735437012;739018005;731085022;52601800;732034973
2016-11-28 00:00:00;732484009;738005981;732484009;61888600;735812988
2016-11-29 00:00:00;736328979;737471008;734559021;68511104;735604004
2016-11-30 00:00:00;736283997;747929016;736265015;84070800;745690979
2016-12-01 00:00:00;746046021;758275024;746046021;80461904;756773987
2016-12-02 00:00:00;757544983;781296021;757544983;127605000;777943970
2016-12-03 00:00:00;778247986;778247986;764856018;69547296;771155029
2016-12-04 00:00:00;771638000;773872009;768161011;60557900;773872009
2016-12-05 00:00:00;773393982;773468018;751713013;106363000;758700012
2016-12-06 00:00:00;758719971;765622009;758719971;116218000;764223999
2016-12-07 00:00:00;764210999;771543030;759750000;96426096;768132019
2016-12-08 00:00:00;768075989;774697998;765945984;80111904;770809998
2016-12-09 00:00:00;769943970;774528015;769648987;68705296;772794006
2016-12-10 00:00:00;773023010;777091980;772909973;53843100;774650024
2016-12-11 00:00:00;774752014;774797974;765411987;57313400;769731018
2016-12-12 00:00:00;770039978;781921997;770039978;76571000;780086975
2016-12-13 00:00:00;780646973;788460022;777961975;81645600;780556030
2016-12-14 00:00:00;780005005;782033997;776838989;75979000;781481018
2016-12-15 00:00:00;780070007;781434998;777802002;81580096;778088013
2016-12-16 00:00:00;778963013;785031982;778963013;83608200;784906982
2016-12-17 00:00:00;785166016;792508972;784864014;78989800;790828979
2016-12-18 00:00:00;791007996;794737000;788026001;60524400;790530029
2016-12-19 00:00:00;790692017;793611023;790320007;74886400;792713989
2016-12-20 00:00:00;792247009;801336975;791497009;99629296;800875977
2016-12-21 00:00:00;800643982;834281006;799405029;155576000;834281006
2016-12-22 00:00:00;834179993;875781982;834148987;200027008;864539978
2016-12-23 00:00:00;864888000;925117004;864677002;275564000;921984009
2016-12-24 00:00:00;922179993;923479004;886335022;137727008;898822021
2016-12-25 00:00:00;899651978;899651978;862424011;143664992;896182983
2016-12-26 00:00:00;896905029;913184021;896898010;123771000;907609985
2016-12-27 00:00:00;908354004;940047974;904255005;167308000;933197998
2016-12-28 00:00:00;934830994;975921021;934830994;236630000;975921021
2016-12-29 00:00:00;975125000;979396973;954502991;199320000;973497009
2016-12-30 00:00:00;972534973;972534973;934833008;187474000;961237976
2016-12-31 00:00:00;960627014;963742981;947236023;99135104;963742981
2017-01-01 00:00:00;963658020;1003080017;958698975;147775008;998325012
2017-01-02 00:00:00;998617004;1031390015;996702026;222184992;1021750000
2017-01-03 00:00:00;1021599976;1044079956;1021599976;185168000;1043839966
2017-01-04 00:00:00;1044400024;1159420044;1044400024;344945984;1154729980
2017-01-05 00:00:00;1156729980;1191099976;910416992;510199008;1013380005
2017-01-06 00:00:00;1014239990;1046810059;883943970;351876000;902200989
2017-01-07 00:00:00;903487000;908585022;823556030;279550016;908585022
2017-01-08 00:00:00;908174988;942723999;887249023;158715008;911198975
2017-01-09 00:00:00;913244019;913685974;879807007;141876992;902828003
2017-01-10 00:00:00;902440002;914872986;901059998;115808000;907679016
2017-01-11 00:00:00;908114990;919447998;762765015;310928992;777757019
2017-01-12 00:00:00;775177979;826245972;755755981;222326000;804833984
2017-01-13 00:00:00;803737000;829000977;780002991;168968000;823984009
2017-01-14 00:00:00;825142029;835085022;812455994;93063296;818411987
2017-01-15 00:00:00;818142029;823307007;812870972;71013600;821797974
2017-01-16 00:00:00;821783020;834530029;820270996;82755200;831533997
2017-01-17 00:00:00;830945984;910560974;830796021;155095008;907937988
2017-01-18 00:00:00;909372986;917499023;858304016;225676992;886617981
2017-01-19 00:00:00;888335022;904614014;884338013;105625000;899072998
2017-01-20 00:00:00;898171997;899398010;887007996;86728400;895026001
2017-01-21 00:00:00;895549011;927367004;895534973;111158000;921789001
2017-01-22 00:00:00;922205017;937525024;897564026;116573000;924672974
2017-01-23 00:00:00;925499023;928265991;916737976;73588600;921012024
2017-01-24 00:00:00;910677002;924145020;892286011;111349000;892687012
2017-01-25 00:00:00;891924011;903252014;891687012;120831000;901541992
2017-01-26 00:00:00;902395020;919325989;902223999;131958000;917585999
2017-01-27 00:00:00;918359009;923223022;915846008;125594000;919750000
2017-01-28 00:00:00;919810974;923911011;919810974;68979600;921590027
2017-01-29 00:00:00;922067017;923418030;919148010;60851700;919495972
2017-01-30 00:00:00;920151001;923047974;919473999;78227296;920382019
2017-01-31 00:00:00;920958984;972018982;920958984;164582000;970403015
2017-02-01 00:00:00;970940979;989114014;970742004;150110000;989023010
2017-02-02 00:00:00;990000977;1013520020;983221008;145820992;1011799988
2017-02-03 00:00:00;1011460022;1033869995;1008789978;201278000;1029910034
2017-02-04 00:00:00;1031329956;1045900024;1015159973;155064000;1042900024
2017-02-05 00:00:00;1043520020;1043630005;1022369995;114208000;1027339966
2017-02-06 00:00:00;1028400024;1044640015;1028160034;111762000;1038150024
2017-02-07 00:00:00;1040140015;1061930054;1040140015;146007008;1061349976
2017-02-08 00:00:00;1062319946;1078969971;1037489990;201855008;1063069946
2017-02-09 00:00:00;1064699951;1088989990;953343994;407220000;994382996
2017-02-10 00:00:00;995632019;998905029;946690979;190452000;988674011
2017-02-11 00:00:00;988898010;1009289978;982830017;102261000;1004450012
2017-02-12 00:00:00;1003520020;1004760010;996921021;67530000;999181030
2017-02-13 00:00:00;998885010;1002099976;976002014;100607000;990642029
2017-02-14 00:00:00;991734985;1011510010;986471008;137946000;1004549988
2017-02-15 00:00:00;1006210022;1008840027;1001580017;89759400;1007479980
2017-02-16 00:00:00;1007650024;1033369995;1007650024;122277000;1027439941
2017-02-17 00:00:00;1026119995;1053170044;1025640015;136474000;1046209961
2017-02-18 00:00:00;1049209961;1061099976;1046959961;99073504;1054420044
2017-02-19 00:00:00;1054760010;1056810059;1043459961;77423296;1047869995
2017-02-20 00:00:00;1048689941;1080489990;1041689941;109478000;1079979980
2017-02-21 00:00:00;1079280029;1117250000;1076930054;186868992;1115300049
2017-02-22 00:00:00;1114800049;1125390015;1100550049;136100000;1117439941
2017-02-23 00:00:00;1117270020;1176619995;1116959961;189454000;1166719971
2017-02-24 00:00:00;1172709961;1200390015;1131959961;330759008;1173680054
2017-02-25 00:00:00;1170410034;1174849976;1124589966;139960992;1143839966
2017-02-26 00:00:00;1144270020;1167469971;1130199951;116486000;1165199951
2017-02-27 00:00:00;1163780029;1181979980;1163380005;131570000;1179969971
2017-02-28 00:00:00;1180719971;1193250000;1171819946;184956000;1179969971
2017-03-01 00:00:00;1180040039;1222500000;1179689941;229056992;1222500000
2017-03-02 00:00:00;1224680054;1262130005;1215619995;368275008;1251010010
2017-03-03 00:00:00;1250709961;1280310059;1250709961;315739008;1274989990
2017-03-04 00:00:00;1277430054;1279400024;1230510010;183270000;1255150024
2017-03-05 00:00:00;1254290039;1267290039;1238060059;134127000;1267119995
2017-03-06 00:00:00;1267469971;1276000000;1264599976;153656992;1272829956
2017-03-07 00:00:00;1273209961;1275550049;1204800049;291256000;1223540039
2017-03-08 00:00:00;1223229980;1232160034;1148079956;332603008;1150000000
2017-03-09 00:00:00;1150349976;1197459961;1141229980;212283008;1188489990
2017-03-10 00:00:00;1189359985;1270469971;1077250000;563795968;1116719971
2017-03-11 00:00:00;1116319946;1193829956;1116319946;283320000;1175829956
2017-03-12 00:00:00;1176619995;1226979980;1175359985;227176000;1221380005
2017-03-13 00:00:00;1221780029;1237369995;1217030029;380276992;1231920044
2017-03-14 00:00:00;1232160034;1244810059;1220719971;245306000;1240000000
2017-03-15 00:00:00;1240160034;1251609985;1239750000;297804992;1249609985
2017-03-16 00:00:00;1251329956;1257979980;1152439941;638568000;1187810059
2017-03-17 00:00:00;1180160034;1180160034;1099569946;706598976;1100229980
2017-03-18 00:00:00;1099689941;1114069946;957655029;621302016;973817993
2017-03-19 00:00:00;976729980;1069910034;976729980;406648000;1036739990
2017-03-20 00:00:00;1037239990;1063030029;1036680054;286529984;1054229980
2017-03-21 00:00:00;1055359985;1122430054;1055359985;337391008;1120540039
2017-03-22 00:00:00;1120650024;1120650024;1014210022;380840992;1049140015
2017-03-23 00:00:00;1050050049;1058010010;1028930054;248540000;1038589966
2017-03-24 00:00:00;1038449951;1040469971;934357971;491038016;937520020
2017-03-25 00:00:00;936539978;975760986;903713013;435803008;972778992
2017-03-26 00:00:00;974015015;1007960022;954185974;303668000;966724976
2017-03-27 00:00:00;972054993;1046400024;971984009;372535008;1045770020
2017-03-28 00:00:00;1044579956;1064650024;1027729980;326332000;1047150024
2017-03-29 00:00:00;1046079956;1055130005;1015880005;298457984;1039969971
2017-03-30 00:00:00;1042209961;1049290039;1020039978;352968992;1026430054
2017-03-31 00:00:00;1026640015;1074920044;1026640015;447287008;1071790039
2017-04-01 00:00:00;1071709961;1091719971;1061089966;289633984;1080500000
2017-04-02 00:00:00;1080609985;1107589966;1075449951;514187008;1102170044
2017-04-03 00:00:00;1102949951;1151739990;1102949951;580444032;1143810059
2017-04-04 00:00:00;1145520020;1156439941;1120520020;436310016;1133250000
2017-04-05 00:00:00;1134140015;1135089966;1113630005;414784000;1124780029
2017-04-06 00:00:00;1125810059;1188369995;1125810059;511222016;1182680054
2017-04-07 00:00:00;1178939941;1186579956;1163390015;317022016;1176900024
2017-04-08 00:00:00;1172650024;1184979980;1162579956;209312000;1175949951
2017-04-09 00:00:00;1176569946;1197209961;1171859985;242343008;1187869995
2017-04-10 00:00:00;1187300049;1190339966;1179040039;215883008;1187130005
2017-04-11 00:00:00;1187459961;1208069946;1187459961;216182000;1205010010
2017-04-12 00:00:00;1204810059;1207140015;1196760010;288702016;1200369995
2017-04-13 00:00:00;1201020020;1205890015;1156439941;351968992;1169280029
2017-04-14 00:00:00;1170329956;1190800049;1159790039;254827008;1167540039
2017-04-15 00:00:00;1167300049;1188000000;1164959961;203559008;1172520020
2017-04-16 00:00:00;1172609985;1187219971;1172609985;183231008;1182939941
2017-04-17 00:00:00;1183250000;1194900024;1172650024;253206000;1193910034
2017-04-18 00:00:00;1193770020;1217569946;1193770020;270524000;1211670044
2017-04-19 00:00:00;1212130005;1215510010;1205079956;288060992;1210290039
2017-04-20 00:00:00;1211079956;1240790039;1208410034;315108000;1229079956
2017-04-21 00:00:00;1229420044;1235939941;1215560059;272167008;1222050049
2017-04-22 00:00:00;1222709961;1235560059;1208469971;249320000;1231709961
2017-04-23 00:00:00;1231920044;1232199951;1203939941;258951008;1207209961
2017-04-24 00:00:00;1209630005;1250939941;1209630005;235806000;1250150024
2017-04-25 00:00:00;1250449951;1267579956;1249969971;242556000;1265489990
2017-04-26 00:00:00;1265989990;1294829956;1265930054;329631008;1281079956
2017-04-27 00:00:00;1281880005;1319699951;1281300049;449196992;1317729980
2017-04-28 00:00:00;1317739990;1331280029;1292369995;527488992;1316479980
2017-04-29 00:00:00;1317839966;1327199951;1315209961;422705984;1321790039
2017-04-30 00:00:00;1321869995;1347910034;1314920044;413115008;1347890015
2017-05-01 00:00:00;1348300049;1434319946;1348300049;713624000;1421599976
2017-05-02 00:00:00;1421030029;1473900024;1415689941;477337984;1452819946
2017-05-03 00:00:00;1453780029;1492770020;1447489990;583795968;1490089966
2017-05-04 00:00:00;1490719971;1608910034;1490719971;933548992;1537670044
2017-05-05 00:00:00;1540869995;1618030029;1530310059;946035968;1555449951
2017-05-06 00:00:00;1556810059;1578800049;1542500000;582529984;1578800049
2017-05-07 00:00:00;1579469971;1596719971;1559760010;1080029952;1596709961
2017-05-08 00:00:00;1596920044;1723349976;1596920044;1340320000;1723349976
2017-05-09 00:00:00;1723890015;1833489990;1716300049;1167920000;1755359985
2017-05-10 00:00:00;1756520020;1788439941;1719099976;915723008;1787130005
2017-05-11 00:00:00;1780369995;1873930054;1755349976;799489984;1848569946
2017-05-12 00:00:00;1845760010;1856150024;1694010010;740984000;1724239990
2017-05-13 00:00:00;1723119995;1812989990;1651079956;579635008;1804910034
2017-05-14 00:00:00;1800859985;1831420044;1776619995;437196000;1808910034
2017-05-15 00:00:00;1808439941;1812800049;1708540039;731529024;1738430054
2017-05-16 00:00:00;1741699951;1785939941;1686540039;959044992;1734449951
2017-05-17 00:00:00;1726729980;1864050049;1661910034;1064729984;1839089966
2017-05-18 00:00:00;1818699951;1904479980;1807119995;894321024;1888650024
2017-05-19 00:00:00;1897369995;2004520020;1890250000;1157289984;1987709961
2017-05-20 00:00:00;1984239990;2084729980;1974920044;961336000;2084729980
2017-05-21 00:00:00;2067030029;2119080078;2037500000;1147859968;2041199951
2017-05-22 00:00:00;2043189941;2303899902;2017869995;1942220032;2173399902
2017-05-23 00:00:00;2191560059;2320820068;2178500000;1378749952;2320419922
2017-05-24 00:00:00;2321370117;2523719971;2321370117;1725379968;2443639893
2017-05-25 00:00:00;2446239990;2763709961;2285300049;2406700032;2304979980
2017-05-26 00:00:00;2320889893;2573790039;2071989990;1763480064;2202419922
2017-05-27 00:00:00;2196270020;2260199951;1855829956;1700480000;2038869995
2017-05-28 00:00:00;2054080078;2267340088;2054080078;1147139968;2155800049
2017-05-29 00:00:00;2159429932;2307050049;2107169922;994625024;2255610107
2017-05-30 00:00:00;2255360107;2301959961;2124570068;1443970048;2175469971
2017-05-31 00:00:00;2187189941;2311080078;2145570068;1544829952;2286409912
2017-06-01 00:00:00;2288330078;2448389893;2288330078;1653180032;2407879883
2017-06-02 00:00:00;2404030029;2488550049;2373320068;1317030016;2488550049
2017-06-03 00:00:00;2493719971;2581909912;2423570068;1514950016;2515350098
2017-06-04 00:00:00;2547790039;2585889893;2452540039;1355120000;2511810059
2017-06-05 00:00:00;2512399902;2686810059;2510219971;1369309952;2686810059
2017-06-06 00:00:00;2690840088;2999909912;2690840088;2089609984;2863199951
2017-06-07 00:00:00;2869379883;2869379883;2700560059;1517709952;2732159912
2017-06-08 00:00:00;2720489990;2815300049;2670949951;1281170048;2805620117
2017-06-09 00:00:00;2807439941;2901709961;2795620117;1348950016;2823810059
2017-06-10 00:00:00;2828139893;2950989990;2746550049;2018889984;2947709961
2017-06-11 00:00:00;2942409912;2996600098;2840530029;1752400000;2958110107
2017-06-12 00:00:00;2953219971;2997260010;2518560059;2569530112;2659629883
2017-06-13 00:00:00;2680909912;2789040039;2650379883;1781200000;2717020020
2017-06-14 00:00:00;2716879883;2786830078;2412939941;1696560000;2506370117
2017-06-15 00:00:00;2499580078;2534709961;2212959961;2026259968;2464580078
2017-06-16 00:00:00;2469570068;2539919922;2385149902;1195190016;2518560059
2017-06-17 00:00:00;2514010010;2685189941;2484959961;1534509952;2655879883
2017-06-18 00:00:00;2655350098;2662100098;2516330078;1178659968;2548290039
2017-06-19 00:00:00;2549030029;2662850098;2549030029;1446840064;2589600098
2017-06-20 00:00:00;2591260010;2763449951;2589820068;1854189952;2721790039
2017-06-21 00:00:00;2709429932;2772010010;2660399902;1626579968;2689100098
2017-06-22 00:00:00;2691030029;2723739990;2642360107;1097939968;2705409912
2017-06-23 00:00:00;2707340088;2765169922;2706370117;961318976;2744909912
2017-06-24 00:00:00;2738520020;2757939941;2583189941;982750016;2608719971
2017-06-25 00:00:00;2607250000;2682260010;2552120117;1161100032;2589409912
2017-06-26 00:00:00;2590570068;2615250000;2376290039;1663280000;2478449951
2017-06-27 00:00:00;2478449951;2552449951;2332989990;1489789952;2552449951
2017-06-28 00:00:00;2553030029;2603979980;2484419922;1183869952;2574790039
2017-06-29 00:00:00;2567560059;2588830078;2510479980;949979008;2539320068
2017-06-30 00:00:00;2539239990;2559250000;2478429932;860273024;2480840088
2017-07-01 00:00:00;2492600098;2515270020;2419229980;779913984;2434550049
2017-07-02 00:00:00;2436399902;2514280029;2394840088;803747008;2506469971
2017-07-03 00:00:00;2498560059;2595000000;2480469971;964112000;2564060059
2017-07-04 00:00:00;2561000000;2631590088;2559350098;985516032;2601639893
2017-07-05 00:00:00;2602870117;2622649902;2538550049;941566016;2601989990
2017-07-06 00:00:00;2608100098;2616719971;2581689941;761956992;2608560059
2017-07-07 00:00:00;2608590088;2916139893;2498870117;917411968;2518659912
2017-07-08 00:00:00;2520270020;2571340088;2492310059;733329984;2571340088
2017-07-09 00:00:00;2572610107;2635489990;2517590088;527856000;2518439941
2017-07-10 00:00:00;2525250000;2537159912;2321129883;1111200000;2372560059
2017-07-11 00:00:00;2385889893;2413469971;2296810059;1329760000;2337790039
2017-07-12 00:00:00;2332770020;2423709961;2275139893;1117410048;2398840088
2017-07-13 00:00:00;2402699951;2425219971;2340830078;835769984;2357899902
2017-07-14 00:00:00;2360590088;2363250000;2183219971;882502976;2233340088
2017-07-15 00:00:00;2230120117;2231139893;1990410034;993608000;1998859985
2017-07-16 00:00:00;1991979980;2058770020;1843030029;1182870016;1929819946
2017-07-17 00:00:00;1932619995;2230489990;1932619995;1201760000;2228409912
2017-07-18 00:00:00;2233520020;2387610107;2164770020;1512450048;2318879883
2017-07-19 00:00:00;2323080078;2397169922;2260229980;1245100032;2273429932
2017-07-20 00:00:00;2269889893;2900699951;2269889893;2249260032;2817600098
2017-07-21 00:00:00;2838409912;2838409912;2621850098;1489449984;2667760010
2017-07-22 00:00:00;2668629883;2862419922;2657709961;1177129984;2810120117
2017-07-23 00:00:00;2808100098;2832179932;2653939941;1072840000;2730399902
2017-07-24 00:00:00;2732699951;2777260010;2699189941;866473984;2754860107
2017-07-25 00:00:00;2757500000;2768080078;2480959961;1460089984;2576479980
2017-07-26 00:00:00;2577770020;2610760010;2450800049;937404032;2529449951
2017-07-27 00:00:00;2538709961;2693320068;2529340088;789104000;2671780029
2017-07-28 00:00:00;2679729980;2897449951;2679729980;1380099968;2809010010
2017-07-29 00:00:00;2807020020;2808760010;2692800049;803745984;2726449951
2017-07-30 00:00:00;2724389893;2758530029;2644850098;705942976;2757179932
2017-07-31 00:00:00;2763239990;2889620117;2720610107;860574976;2875340088
2017-08-01 00:00:00;2871300049;2921350098;2685610107;1324669952;2718260010
2017-08-02 00:00:00;2727129883;2762530029;2668590088;1094950016;2710669922
2017-08-03 00:00:00;2709560059;2813310059;2685139893;804796992;2804729980
2017-08-04 00:00:00;2806929932;2899330078;2743719971;1002120000;2895889893
2017-08-05 00:00:00;2897629883;3290010010;2874830078;1945699968;3252909912
2017-08-06 00:00:00;3257610107;3293290039;3155600098;1105030016;3213939941
2017-08-07 00:00:00;3212780029;3397679932;3180889893;1482279936;3378939941
2017-08-08 00:00:00;3370219971;3484850098;3345830078;1752760064;3419939941
2017-08-09 00:00:00;3420399902;3422760010;3247669922;1468960000;3342469971
2017-08-10 00:00:00;3341840088;3453449951;3319469971;1515110016;3381280029
2017-08-11 00:00:00;3373820068;3679719971;3372120117;2021190016;3650620117
2017-08-12 00:00:00;3650629883;3949919922;3613699951;2219589888;3884709961
2017-08-13 00:00:00;3880040039;4208390137;3857800049;3159089920;4073260010
2017-08-14 00:00:00;4066100098;4325129883;3989159912;2463089920;4325129883
2017-08-15 00:00:00;4326990234;4455970215;3906179932;3258050048;4181930176
2017-08-16 00:00:00;4200339844;4381229980;3994419922;2272039936;4376629883
2017-08-17 00:00:00;4384439941;4484700195;4243709961;2553359872;4331689941
2017-08-18 00:00:00;4324339844;4370129883;4015399902;2941710080;4160620117
2017-08-19 00:00:00;4137750000;4243259766;3970550049;2975820032;4193700195
2017-08-20 00:00:00;4189310059;4196290039;4069879883;2109769984;4087659912
2017-08-21 00:00:00;4090479980;4109140137;3988600098;2800890112;4001739990
2017-08-22 00:00:00;3998350098;4128759766;3674580078;3764239872;4100520020
2017-08-23 00:00:00;4089010010;4255779785;4078409912;2369819904;4151520020
2017-08-24 00:00:00;4137600098;4376390137;4130259766;2037750016;4334680176
2017-08-25 00:00:00;4332819824;4455700195;4307350098;1727970048;4371600098
2017-08-26 00:00:00;4372060059;4379279785;4269520020;1511609984;4352399902
2017-08-27 00:00:00;4345100098;4416589844;4317290039;1537459968;4382879883
2017-08-28 00:00:00;4384450195;4403930176;4224640137;1959330048;4382660156
2017-08-29 00:00:00;4389209961;4625680176;4352129883;2486080000;4579020020
2017-08-30 00:00:00;4570359863;4626520020;4471410156;1937849984;4565299805
2017-08-31 00:00:00;4555589844;4736049805;4549399902;1944930048;4703390137
